text,intent
check my to do list to see if feeding the fish is on it,action-item
only call me dan,small-talk
"according to my fitness tracker, how many push ups have i done today",unknown
the programmer who made you is who,small-talk
how do you start an essay,unknown
what firm is responsible for your design,small-talk
can you put in a pto request for the 5th of june to june 8th,reminder
set reminder for 2 pm,reminder
do i have anything to do march 2nd,reminder
book a flight from seattle to dallas-fort worth on april the 1st and returning on april 5th,action-item
how can i say i love you in italy,action-item
help me set a timer please,reminder
could you tell me a good joke,small-talk
is there an alternate bus stop close to my home i can use,unknown
do i have to have a visa to go to the cayman islands,unknown
get me a table for five at itta bena at three,action-item
is there an open meeting room between 2 and 4,reminder
i'd like to learn more about your pets,unknown
i would really like to know if my capital one credit card have international transaction fees,unknown
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,action-item
how can i cash in on the rewards i earned through my american express card,unknown
i'm outta here!,small-talk
i dropped my card in my gasoline and the printing wore off,unknown
help me move my money,action-item
can you add carrots to my shopping list and delete potatoes,action-item
how are things going,small-talk
was there a problem with my card yesterday,unknown
what do i do for a dead car battery,unknown
transfer $500 from my checking to my savings,action-item
i'm unsure,unknown
what you just said is true,unknown
"i'd like to make a reservation at rooth chris, can you do that",action-item
make a reservation at 5 pm today for 2 at olive garden,action-item
i'd like to pencil in a meeting with seth at 11am,reminder
yes is my answer,unknown
thank you so much,small-talk
what's your opinion on the meaning of life,emotional-support
i wanna know what is currently on my calendar for friday the 1st,reminder
lets hear a fact,unknown
"how are you doing, ai",small-talk
what is the balance on my bills,unknown
is my order due yet,unknown
help me locate my phone,action-item
how can i make a vacation request,reminder
add meeting with carla to my schedule for july 4,reminder
alter your language choice to dutch,action-item
10 minutes is what the timer should be set at,reminder
how do i make changes to my insurance policy,unknown
what appointments do i have on thursday the 14th,reminder
add apples to my to do shopping list,action-item
i really need to set a timer,reminder
take lunch with steven off of my calendar,reminder
you can address me as lizzie,small-talk
what have i got on my to-do list,action-item
can you translate hello into swedish for me,action-item
check what's on my calendar for tuesday,reminder
cheapest fare for flight from tehran to new york on august 1 with return on august 20,action-item
can you add up how much time i've taken off so far,unknown
what questions do you respond to,small-talk
take frozen food off my shopping list,action-item
do you have a way you like to be referred to,unknown
i have how many vacation days left,unknown
can you look at when the next iphone is due out,unknown
mind sharing a joke,small-talk
would you call me mary,small-talk
would you be able to tell me how to make a vacation request,reminder
can you please tell me what is on my to-do list,action-item
what are you feeling today,small-talk
i've got to run now,small-talk
speak to me in dutch,action-item
is it true your a real person,unknown
count down 10 minutes,reminder
i need you to set timer for me,reminder
please switch $s checking to mortage,action-item
help me modify my insurance policy,unknown
tell me a joke if you'd like to,small-talk
put in an order for more checks,unknown
read me everything on my shopping list,unknown
what do you put in a tibetan omelette,unknown
what does anachronistic mean,unknown
would you freeze my bank account,unknown
go ahead and move $200 from amazon to my bank account,action-item
whats the cars fuel mileage like,unknown
please remind me to add laundry to my list of chores,unknown
set the alarm now,reminder
i would like you to set the timer to go off in ten minutes,reminder
i am not understanding the language you are responding in; switch it for me,action-item
oliver garden reviews,unknown
what kind of gas should i put in this car,unknown
